,cluster_id,genes,size,reactome_term,reactome_name,reactome_pval
50,49,"['ABCC11', 'ANG', 'C14orf93', 'CCDC120', 'CYP27C1', 'DRAM1', 'DYSF', 'ECRG4', 'FBXO34', 'INHBC', 'KCNJ10', 'MGLL', 'NBR1', 'PEMT', 'SALL2', 'SIT1', 'SLC39A2', 'SLC39A5', 'SPTBN5', 'SVIL', 'THTPA', 'TMEM26']",22,R-HSA-442380,Zinc influx into cells by the SLC39 gene family,0.0008035022669199421
51,50,"['ABCC12', 'ANXA11', 'CD1B', 'ISX', 'KYNU', 'ST8SIA1', 'STX1A']",7,R-HSA-9609523,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,0.030068610027972675
52,51,"['ABCC2', 'ADAMTS9', 'ALDH9A1', 'AMMECR1L', 'B3GLCT', 'B3GNT9', 'BICC1', 'DCAF17', 'DHX58', 'ENDOG', 'FRMPD2', 'GCFC2', 'GCH1', 'GJA9', 'GZMA', 'H4C2', 'HDAC11', 'HOOK1', 'HSF5', 'ITSN1', 'KCTD18', 'KLHDC10', 'LIN28A', 'MAP6', 'MEIS1', 'MLH3', 'MMEL1', 'MTFR2', 'NCOA1', 'NEK2', 'ORMDL2', 'OVOL1', 'PAAF1', 'PEAK3', 'PKN1', 'PLEKHJ1', 'PTCHD4', 'PTPRA', 'RHOBTB3', 'RLF', 'RNASEL', 'RUFY2', 'SLC30A7', 'SLC6A5', 'TENT5B', 'TGFB3', 'TNFRSF9', 'TTC13', 'YTHDC2', 'ZFYVE1', 'ZNF92']",51,R-HSA-9706019,RHOBTB3 ATPase cycle,0.12149149718986407
53,52,"['ABCC3', 'ADCY3', 'AFMID', 'ANXA7', 'CCDC191', 'CLIC4', 'DTD2', 'DUOXA2', 'GCHFR', 'GGT7', 'IVD', 'MEOX1', 'NFE2', 'NTAN1', 'PPP1R14D', 'PPP1R1A', 'PSME2', 'RALGAPA1', 'RCAN1', 'SLC11A1', 'SLC25A20', 'SLC35F6', 'SLC51B', 'TCEA1', 'TMEM69', 'TMEM9', 'VIL1', 'ZFYVE19']",28,R-HSA-170660,Adenylate cyclase activating pathway,0.08867109982705557
54,53,"['ABCC4', 'ANKRD26', 'C3orf80', 'ERGIC3', 'FHIP1B', 'FHL1', 'HEG1', 'KCNK3', 'NEMP1', 'OTOP3', 'PLCG1', 'RNASE8', 'RNF13', 'RPP25', 'STUM', 'TMEM145']",16,R-HSA-1299316,TWIK-releated acid-sensitive K+ channel (TASK),0.007295267199940558
55,54,"['ABCC5', 'KLHL6']",2,R-HSA-2142850,Hyaluronan biosynthesis and export,0.002309764174358686
56,55,"['ABCC6', 'AMELY', 'ARL16', 'BNIP2', 'C9orf57', 'CD177', 'CSNK2A3', 'CXADR', 'DPPA3', 'EIF1AY', 'FAM90A1', 'FKBP6', 'KDM5D', 'MST1', 'NLGN4Y', 'PARVA', 'PLAAT1', 'PRAMEF19', 'PRB4', 'PTGES3L', 'RNF145', 'RPS4Y1', 'SUMO4', 'TBL1Y', 'TIGD1', 'USP9Y', 'ZFY', 'ZNF716', 'ZNF85']",29,R-HSA-8852405,Signaling by MST1,0.03682027806570232
57,56,"['ABCC8', 'ADAD1', 'ADAMDEC1', 'ANKS3', 'BRPF3', 'ITPRIP', 'MAP3K5', 'MATN2', 'SLC10A3', 'SPEM1', 'SYT6', 'TNFRSF10D', 'XPNPEP2']",13,R-HSA-6803211,TP53 Regulates Transcription of Death Receptors and Ligands,0.0005313848128676302
58,57,"['ABCC9', 'CACNA1S', 'CARTPT', 'CCDC102A', 'EFCAB12', 'GALT', 'GPR17', 'GTPBP2', 'HK2', 'KLHL1', 'KLHL26', 'LRRC10', 'MADD', 'MDGA1', 'PRF1', 'RBPJL', 'RHOBTB2', 'RNF114', 'SCN11A', 'SLC1A2', 'SLC7A3', 'SLC8A3', 'SOWAHB', 'TAPT1', 'TMEM150A', 'TSPAN9']",26,R-HSA-1296025,ATP sensitive Potassium channels,0.028866034224642845
59,58,"['ABCD1', 'ACOX1', 'AGPAT2', 'B9D2', 'BCAP31', 'COL20A1', 'DHRS7B', 'DZIP3', 'GML', 'HSD17B4', 'KRT83', 'PEX1', 'PEX10', 'PEX12', 'PEX13', 'PEX14', 'PEX16', 'PEX19', 'PEX5', 'PEX6', 'RBM18', 'REXO1', 'RXRA', 'SCP2', 'TAF15', 'TP73', 'YWHAB', 'ZNF680']",28,R-HSA-9033241,Peroxisomal protein import,3.2848090913972783e-10
60,59,"['ABCD2', 'AMPD2', 'APEX1', 'APIP', 'APOBEC4', 'APOL2', 'ATL3', 'BAZ2B', 'BICDL1', 'BTBD10', 'C12orf29', 'C20orf85', 'C2orf76', 'CACNG6', 'CCDC182', 'CD63', 'CEP104', 'CFAP221', 'CKAP2', 'CMC2', 'CYP2C8', 'CYSLTR2', 'DAZL', 'DEFB129', 'DKK1', 'EFHD2', 'ERI2', 'FAN1', 'FBXL20', 'FBXO44', 'FEM1B', 'FKBP11', 'GJC1', 'GLOD4', 'GOLM2', 'HEXB', 'HOXB4', 'HOXB6', 'HSF2', 'HSF2BP', 'HSPH1', 'ICA1L', 'IFI44', 'IL36B', 'IMMP1L', 'LCTL', 'LGALS13', 'LMOD1', 'LYZL6', 'MIX23', 'MOCS2', 'MTRES1', 'MTRF1', 'MYF6', 'MYNN', 'NDUFA12', 'NQO1', 'PANK2', 'PCGF5', 'PLA2G1B', 'PLCL2', 'PNPLA6', 'PNPLA7', 'PODNL1', 'PPP3R1', 'PSAT1', 'PSMD5', 'PTBP2', 'RAD18', 'RBM44', 'REG1B', 'RNF135', 'RO60', 'RPS27L', 'RPS6KC1', 'RRP8', 'RSF1', 'SANBR', 'SELENON', 'SERPING1', 'SH3GLB1', 'SLC5A7', 'SMCR8', 'SPAST', 'SPOP', 'STRBP', 'STYX', 'TASOR2', 'TEX38', 'TEX46', 'TFDP2', 'TMEM254', 'TMEM255A', 'TREM1', 'TRIB2', 'TTC38', 'USP25', 'VAX2', 'VPS33B', 'WDFY2', 'ZC3H6', 'ZNF148', 'ZNF382', 'ZNF45', 'ZNF486', 'ZNF578', 'ZNF711']",107,R-HSA-73930,Abasic sugar-phosphate removal via the single-nucleotide replacement pathway,0.05580253516443956
61,60,"['ABCD3', 'AP4B1', 'ARL6IP1', 'C1orf52', 'CA8', 'CCDC138', 'CCDC81', 'CCN1', 'CEP290', 'CSF1', 'DIPK1A', 'DNAI3', 'EVI5', 'EXTL2', 'GAPT', 'ITGA11', 'LRIF1', 'LRRC8C', 'PHTF1', 'PRR11', 'REEP1', 'RNF139', 'SCG5', 'SLC35A3', 'SLC44A3', 'SNX32', 'STXBP5L', 'TMED5', 'TOMM6', 'VDAC2', 'WDR76']",31,R-HSA-68911,G2 Phase,0.04439929754253047
62,61,"['ABCD4', 'MMACHC', 'MTRR']",3,R-HSA-196741,"Cobalamin (Cbl, vitamin B12) transport and metabolism",8.011017349263128e-06
63,62,"['ABCE1', 'BCAS2', 'INTS11', 'INTS9', 'MED11', 'MED14', 'MED17', 'MED22', 'MED27', 'MED28', 'MED30', 'MED6', 'MED7', 'RSRC2']",14,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,2.685918154554656e-10
64,63,"['ABCF1', 'DDX21', 'ISG20L2', 'NCL', 'NOLC1', 'NOP56', 'SPRTN', 'TCOF1', 'ZCCHC7', 'ZNF593']",10,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,0.001041150724466311
65,64,"['ABCF3', 'ACSS3', 'AK9', 'ATP5MC3', 'BCL3', 'BST2', 'BTN3A1', 'C11orf42', 'C4orf45', 'C4orf48', 'CD209', 'CDCP1', 'CNNM1', 'CPXM2', 'CREBL2', 'DAW1', 'FAM47C', 'FPR2', 'GP2', 'GPR65', 'GRK5', 'HOXB8', 'HOXD1', 'ICAM4', 'JAKMIP2', 'KANSL1L', 'KCTD4', 'KIF6', 'KRT37', 'LIME1', 'MC3R', 'MECP2', 'MRC1', 'MVP', 'MYH13', 'NKD1', 'NXT2', 'OPHN1', 'OPTC', 'PATJ', 'PAX1', 'PDPN', 'PHKA2', 'PPIC', 'RFX3', 'SDCCAG8', 'SEZ6L', 'SLC15A1', 'SLC23A2', 'SLC25A13', 'SORCS2', 'SP140L', 'SP4', 'SSTR5', 'STS', 'STXBP4', 'STXBP5', 'TAB1', 'TNFSF15', 'TRIML2', 'TUT4', 'USP49', 'UTS2B', 'VSX1', 'ZNF12', 'ZNF415', 'ZNF44', 'ZNF507', 'ZNF766', 'ZNF845', 'ZSWIM6']",71,R-HSA-9022692,Regulation of MECP2 expression and activity,0.002315817378785723
66,65,"['ABCG2', 'ACVR1C', 'ADRA1A', 'AGMAT', 'AMIGO3', 'ANKFN1', 'ANKRD34C', 'ANKRD62', 'APLN', 'BCL9', 'BEST2', 'BPI', 'BRME1', 'C5orf63', 'CAMSAP1', 'CCPG1', 'CHST1', 'CHST4', 'CLDN8', 'CLEC2A', 'CLEC4M', 'CLIC6', 'CNTD1', 'CR2', 'CRTAC1', 'CRY2', 'CUX1', 'DCLRE1C', 'DNAJA2', 'DRC7', 'DRP2', 'FAM83G', 'FBXL8', 'GRK4', 'GTSF1L', 'HEATR4', 'HIC1', 'IFIT5', 'IL10RB', 'JADE3', 'KCTD13', 'LAMA2', 'MAP1S', 'MAP2K3', 'MAPK8IP1', 'MFHAS1', 'MIGA1', 'PCDH18', 'PIK3AP1', 'PIP4P2', 'POR', 'PYGO2', 'RAB27B', 'RPUSD2', 'S100Z', 'SLC22A6', 'SMARCC2', 'ST3GAL2', 'SUMO3', 'TAAR8', 'TEX13B', 'TNRC6B', 'TOX2', 'TRPC4', 'UBE2L6', 'ZNF843']",66,R-HSA-9768778,Regulation of NPAS4 mRNA translation,0.1464053174256027
67,66,"['ABCG4', 'FOXR1', 'SCN3B']",3,R-HSA-5576892,Phase 0 - rapid depolarisation,0.017335451620743347
68,67,"['ABCG5', 'AMBN', 'ANGPTL8', 'ANKRD55', 'ANP32B', 'ARMC12', 'ATOH7', 'AUH', 'C10orf105', 'C15orf40', 'C7', 'CCL17', 'CCM2L', 'CERS6', 'CES2', 'CFAP91', 'COL9A1', 'CREBZF', 'CWH43', 'DKKL1', 'EDN2', 'EPYC', 'FGF10', 'GALNT6', 'GANC', 'GCKR', 'GSR', 'IFT27', 'IL12A', 'KLF8', 'KRT18', 'KRT36', 'KRTAP8-1', 'LCP1', 'LNP1', 'MCHR1', 'MFSD13A', 'MFSD6L', 'MYOZ1', 'NKX2-8', 'NR2F1', 'ODAPH', 'OPN5', 'OTULINL', 'PDYN', 'PLAAT4', 'PODXL2', 'PPP1R18', 'R3HDM1', 'S100A6', 'SEC23B', 'SESTD1', 'SLC22A16', 'SLC5A8', 'SNX4', 'SPART', 'SRSF12', 'TCHH', 'THRA', 'TMEM252', 'TRAF3IP3', 'UCHL1', 'URAD', 'WDCP', 'ZGLP1', 'ZNF169', 'ZNF24', 'ZNF503']",68,R-HSA-190370,FGFR1b ligand binding and activation,0.14761092078153426
69,68,"['ABCG8', 'COL11A2', 'CPA4', 'DES', 'FGF8', 'HLA-DOA', 'IRF3', 'KLHDC7A', 'PTH2', 'SNX29', 'THEMIS2', 'ZBTB24']",12,R-HSA-190371,FGFR3b ligand binding and activation,0.03285431938432548
70,69,"['ABHD1', 'OR2T2', 'OR2T29', 'OR2T35', 'OR2T5', 'OR2T8', 'PRAMEF18', 'ZDHHC11']",8,R-HSA-9752946,Expression and translocation of olfactory receptors,3.5464098324666793e-10
71,70,"['ABHD10', 'ARL13B', 'ARL14EP', 'BAG2', 'BICD2', 'CCDC89', 'CLDND1', 'DNAJC21', 'GABBR1', 'GALM', 'IQCH', 'PGM5', 'PSG11', 'RASGEF1A', 'RIOX2', 'ZNF699']",16,R-HSA-997272,Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits,0.09664178593380424
72,71,"['ABHD12', 'ADAM32', 'ASIP', 'ATG4A', 'BACH2', 'C8orf58', 'CFAP418', 'CTSA', 'CYSLTR1', 'DYRK4', 'ELOVL6', 'EPO', 'EPPIN', 'ERG28', 'FAM181A', 'FER', 'FLG2', 'GRK3', 'HOOK3', 'NTAQ1', 'PEBP4', 'RBM46', 'RBP7', 'SETBP1', 'SETMAR', 'SMIM19', 'SPAM1', 'SPATA25', 'STOM', 'TAS2R7', 'TMEM237', 'TMEM45B', 'TNP2', 'VNN2', 'ZNF222', 'ZNF25', 'ZNF350', 'ZNF418', 'ZNF433', 'ZNF483', 'ZNF594', 'ZNF837']",42,R-HSA-1234158,Regulation of gene expression by Hypoxia-inducible Factor,0.005658971641993138
73,72,"['ABHD12B', 'ARF5', 'CLDN16', 'FCRLA', 'KCTD15', 'TSPYL2']",6,R-HSA-381038,XBP1(S) activates chaperone genes,0.001973690826696961
74,73,"['ABHD13', 'ADAMTS1', 'ANGPTL4', 'ATP10D', 'BEND6', 'BPNT2', 'CAMKMT', 'CCDC178', 'CDCA2', 'CLEC12B', 'CNTN6', 'CSMD1', 'CSN1S1', 'CSN3', 'DECR1', 'DLX1', 'DPY19L3', 'DUSP19', 'ERAP1', 'FBXO21', 'GCNT4', 'HACE1', 'IFT52', 'INIP', 'INPP5F', 'ITM2A', 'KCNT2', 'KIAA0825', 'LARP1B', 'LIX1', 'MAGOHB', 'NXNL2', 'RARB', 'RAVER1', 'RESF1', 'SAR1B', 'SEMA3A', 'SERTM1', 'SETD3', 'SIX4', 'SLC7A7', 'SPATA16', 'SPINDOC', 'STARD4', 'TARM1', 'TEX26', 'TGFBR3L', 'TMEM243', 'TMEM260', 'TMTC2', 'TOMM20L', 'TSNAX', 'UBXN7', 'UHRF2', 'ZBTB44', 'ZC3H12C', 'ZC3H14', 'ZNF266', 'ZNF329', 'ZNF558', 'ZNF770', 'ZNF791', 'ZRANB2', 'ZSWIM2']",64,R-HSA-399956,CRMPs in Sema3A signaling,0.19076787504293924
75,74,"['ABHD14A', 'ACTL6B', 'AGA', 'BMP1', 'CA2', 'CFAP299', 'CKM', 'CLIP2', 'CNTFR', 'CORO2B', 'CRISPLD2', 'CT55', 'ENPP1', 'ETFA', 'FABP6', 'FAM170B', 'FITM1', 'FNDC3A', 'FST', 'GLI2', 'IKBKE', 'LDLRAD4', 'LMAN1L', 'LPAR4', 'MAGEA12', 'MAS1L', 'MEGF8', 'MID1', 'MTCP1', 'NCOA7', 'NEUROD1', 'PAPPA2', 'PLA2G2F', 'PLSCR3', 'PLXNA3', 'POU4F3', 'RCCD1', 'RFX1', 'RLN3', 'S100A13', 'S1PR2', 'SCARA5', 'SEMA6A', 'SH3PXD2B', 'SLC29A1', 'SLC32A1', 'SLC6A14', 'SPRY3', 'TLDC2', 'TMEM177', 'ZFPM2', 'ZNF621']",52,R-HSA-399956,CRMPs in Sema3A signaling,0.18983132400781888
76,75,"['ABHD14B', 'ILDR1', 'SERP2', 'SLC45A2']",4,R-HSA-5662702,Melanin biosynthesis,0.026636325437352726
77,76,"['ABHD15', 'ALDOC', 'ANKRD13B', 'ARL6IP6', 'CASC3', 'CISD3', 'COPRS', 'CORO6', 'FAM222B', 'FOXN1', 'KDM3A', 'LGALS9', 'NT5C3B', 'PIGS', 'PRKAG1', 'PROCA1', 'SDF2', 'SLC13A2', 'SSH2', 'TLCD1', 'TMEM97', 'TP53I13', 'TRAF4', 'UNC119', 'VTN', 'YWHAG']",26,R-HSA-9619483,Activation of AMPK downstream of NMDARs,0.16043778863732228
78,77,"['ABHD16A', 'ACER3', 'ACKR1', 'ACOD1', 'ADCY2', 'ADH1A', 'ADH1B', 'ADRA2C', 'ADRB3', 'ARFGEF3', 'ARHGDIB', 'BASP1', 'CCER1', 'CCN2', 'CFD', 'CNTN5', 'DEDD2', 'DPT', 'DTX3L', 'DUSP23', 'DZIP1L', 'EFNA1', 'ENOSF1', 'EVC2', 'GAS2L1', 'GJA4', 'GPR50', 'HS3ST4', 'KCNQ4', 'KLK11', 'LCP2', 'MFSD12', 'MFSD8', 'MMP11', 'MMP9', 'MYL10', 'MYO18B', 'NEUROD4', 'NKX6-1', 'NR2E1', 'P2RY14', 'PFKP', 'PRELID3A', 'PRSS37', 'RAB11FIP5', 'RAI2', 'RNF222', 'RPRM', 'SATB2', 'SCUBE1', 'SERPINF2', 'SIAH2', 'SIX2', 'SLC17A5', 'SLC38A5', 'SLC9A1', 'SLIT3', 'SNCAIP', 'SNX21', 'SOD3', 'SPIN4', 'SRD5A1', 'STAB2', 'SUN1', 'SYT8', 'TAL1', 'TCEAL4', 'TGM6', 'TMEM200C', 'TPM1', 'TPST2', 'TRIM68', 'TST', 'TTC21A', 'UBQLN3', 'VAMP1', 'ZNF438', 'ZNF470', 'ZNF704']",79,R-HSA-392023,Adrenaline signalling through Alpha-2 adrenergic receptor,0.08541315165514107
79,78,"['ABHD16B', 'ADRA2A', 'ALKBH6', 'ASIC5', 'BNC2', 'CAV3', 'CCDC85C', 'CELSR1', 'CETN1', 'CHRM3', 'CPN1', 'CRIM1', 'EDN1', 'EDNRA', 'F13A1', 'FAM118B', 'GRIA3', 'HEPACAM', 'HTR1D', 'IGSF9B', 'LDLRAD2', 'LFNG', 'LY86', 'MUC6', 'NEU4', 'PADI3', 'PANX3', 'PATE3', 'PPP1R3D', 'PPP1R3G', 'PXDC1', 'QRICH2', 'RANGRF', 'ROBO4', 'SERPINH1', 'STX16', 'TECTA', 'TMEM102', 'TRIM58', 'VSIG2', 'WEE2']",41,R-HSA-392023,Adrenaline signalling through Alpha-2 adrenergic receptor,0.040583326092901495
80,79,"['ABHD17A', 'BRWD1', 'EEIG1', 'H3C7', 'HDAC5', 'IGLL1', 'KRTAP9-6', 'MT1B', 'MT1F', 'MUCL1', 'PTMS', 'S100A14', 'TMEM63A', 'TSC22D4']",14,R-HSA-1266695,Interleukin-7 signaling,4.923918417387707e-05
81,80,"['ABHD17B', 'ABITRAM', 'AP1S3', 'AP5M1', 'ARAP2', 'C12orf75', 'C4orf51', 'C5orf22', 'CCDC148', 'CER1', 'CFAP52', 'DSC2', 'EIF1B', 'EIF4G3', 'EPB41', 'FHL3', 'GPR85', 'GRPR', 'HDGFL3', 'KDM4D', 'LRRN3', 'MLC1', 'MORC1', 'MTMR10', 'NECAB2', 'NPY1R', 'NUDT14', 'PDZD9', 'PGBD1', 'PGBD4', 'PMP2', 'PON2', 'PRAME', 'S100A10', 'SEMA6D', 'SLC30A6', 'SMIM20', 'SNTN', 'SPATA20', 'SPTSSB', 'STX3', 'STX8', 'TES', 'TGDS', 'TMEM106B', 'TMEM67', 'UCMA', 'XIAP', 'XKR3', 'ZPLD1']",50,R-HSA-111463,SMAC (DIABLO) binds to IAPs ,0.059320736774006955
82,81,"['ABHD17C', 'ANKAR', 'APP', 'AQP11', 'ASAP2', 'ATPSCKMT', 'CATIP', 'CLPSL1', 'CTDSP1', 'GABRG3', 'HECTD2', 'HNRNPUL1', 'KLHL18', 'LGMN', 'LMAN1', 'LRRC3', 'MBLAC2', 'MBOAT4', 'NRG3', 'PDCD4', 'PLEKHG3', 'PURG', 'PXMP4', 'ROR1', 'RUSF1', 'SKIDA1', 'SLC12A2', 'SLC30A4', 'SUN3', 'TNR', 'TP53INP2', 'USP13', 'VGLL4', 'VSIG1', 'VSNL1', 'ZNF764']",36,R-HSA-5140745,"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",0.0885431105868979
83,82,"['ABHD18', 'ABI3BP', 'ACOT9', 'ACSS2', 'ACTR3B', 'ADAM21', 'ADAMTSL3', 'ADO', 'AGMO', 'ANO10', 'ANO4', 'ANO8', 'APOBEC3H', 'ARFIP1', 'ARHGEF3', 'ARMCX3', 'ATP4A', 'AWAT1', 'AXIN2', 'BANK1', 'BCL7B', 'BEND5', 'BHLHE41', 'BLTP3A', 'C6orf52', 'CACNA2D3', 'CASP9', 'CATSPER4', 'CATSPERB', 'CBLL2', 'CCDC177', 'CDC42EP4', 'CDH17', 'CDKN2D', 'CDON', 'CMTM3', 'COL2A1', 'CRYBB2', 'CSHL1', 'CYB5D1', 'DAOA', 'DAPK1', 'DCAF8L2', 'DLG1', 'DNTT', 'EDNRB', 'EMILIN1', 'EPHB4', 'F9', 'FAM117A', 'FBXO30', 'FGA', 'FGD2', 'FGF1', 'FGL1', 'FOXN3', 'FTHL17', 'GABRR1', 'GFI1B', 'GLRA3', 'GLT8D2', 'GMNC', 'GP1BB', 'GPC4', 'GUCY2C', 'H2BC1', 'HABP4', 'HERC1', 'HILPDA', 'HLA-DOB', 'HOXA9', 'IGF1', 'ITIH3', 'KIAA1549L', 'KIF24', 'KLF13', 'LAMC3', 'LDOC1', 'LNPEP', 'LORICRIN', 'LOXL1', 'LYST', 'MACC1', 'MAML2', 'MAP7', 'MBIP', 'MBOAT7', 'MEP1B', 'MINAR1', 'MUC17', 'MYBPC1', 'MYH1', 'MYH10', 'MYO16', 'MYO1E', 'NAA60', 'NCF4', 'NCK1', 'NGB', 'NKX2-4', 'NLRP11', 'NLRP6', 'NR3C1', 'PAFAH2', 'PAK5', 'PCDH10', 'PCDHB3', 'PCDHB6', 'PCDHGA2', 'PDGFD', 'PHETA2', 'PHKB', 'PIWIL2', 'PLD1', 'PLEKHG7', 'PPFIA1', 'PPFIA2', 'PPIG', 'PPM1E', 'PRCP', 'PRPSAP1', 'PSG3', 'RELN', 'RGL2', 'RHOF', 'SCN9A', 'SCRN1', 'SEMA7A', 'SERPINA10', 'SLC17A7', 'SLC18B1', 'SLC8A1', 'SPAG7', 'SPRR4', 'SRA1', 'SULT2B1', 'SYNPR', 'TFAP2B', 'TMEM101', 'TMIGD2', 'TNFRSF11B', 'TNFRSF6B', 'TNN', 'TRPV1', 'TSHZ2', 'TYR', 'UBAP2', 'VIPR2', 'VLDLR', 'VWC2', 'WDR35', 'ZBTB46', 'ZMPSTE24', 'ZNF562']",154,R-HSA-8866376,Reelin signalling pathway,0.02619486332271781
84,83,"['ABHD2', 'AK5', 'AP1M2', 'APOBEC3B', 'B3GALT2', 'C7orf57', 'CADM2', 'CNGB1', 'CORO2A', 'FAM184A', 'GCDH', 'GNG7', 'HLA-E', 'LBX1', 'MFSD5', 'PAFAH1B3', 'PCDHA3', 'RAB38', 'RASD1', 'SLC5A6', 'TMPRSS11D', 'TNNI3K', 'TTBK2', 'WNT8B', 'ZNF234', 'ZNF48']",26,R-HSA-8964315,G beta:gamma signalling through BTK,0.10406426481948428
85,84,"['ABHD3', 'ALG10', 'ALG5', 'ALG6', 'ALG8', 'CABLES1', 'DOLPP1', 'PIGK', 'PRKCSH', 'SEC62', 'STX2']",11,R-HSA-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",0.0006396742332288596
86,85,"['ABHD4', 'BRD3', 'C1QC', 'C1orf115', 'CALHM2', 'CLU', 'EXOC3L2', 'GGH', 'GIMAP1', 'GLA', 'GMDS', 'GPR78', 'IAPP', 'IDH3G', 'JAGN1', 'MMP20', 'MYOG', 'NEFH', 'NINJ1', 'NIPAL4', 'NKX6-2', 'NUDT19', 'NYAP2', 'NYX', 'PHC3', 'PLPP7', 'PLXND1', 'PPP1R14A', 'PRR23A', 'RBBP9', 'RHOXF1', 'RIPOR1', 'SLC6A11', 'STARD10', 'SYNPO2', 'TBC1D16', 'TREX2', 'TSHZ1', 'WSCD2']",39,R-HSA-173623,Classical antibody-mediated complement activation,0.5882586631383957
87,86,"['ABHD5', 'ANO2', 'ATP5F1E', 'CD300LB', 'CKS1B', 'DEFB114', 'DEFB134', 'DEFB135', 'DHFR', 'ERVW-1', 'FOXO3', 'FRG2C', 'GNG11', 'GYPE', 'H2BC21', 'H2BC3', 'HMGN2', 'IFITM3', 'KRT33A', 'KRTAP10-1', 'KRTAP4-3', 'KRTAP4-6', 'MAP1LC3B', 'MARCHF10', 'MARCHF11', 'MARCHF5', 'MT1G', 'MT1X', 'MT2A', 'MTARC1', 'MTARC2', 'OR10A4', 'OR10A7', 'OR10C1', 'OR10G8', 'OR10H2', 'OR10K1', 'OR10P1', 'OR10R2', 'OR13F1', 'OR13H1', 'OR1D2', 'OR1D5', 'OR1E2', 'OR1I1', 'OR1J1', 'OR1L1', 'OR1N1', 'OR1Q1', 'OR2A5', 'OR2AP1', 'OR2B11', 'OR2B2', 'OR2B3', 'OR2C3', 'OR2D2', 'OR2G3', 'OR2J2', 'OR2V1', 'OR2Z1', 'OR4A47', 'OR4B1', 'OR4C46', 'OR4D2', 'OR4D9', 'OR4F15', 'OR4K1', 'OR4K14', 'OR4K5', 'OR4M1', 'OR4N2', 'OR51B6', 'OR51D1', 'OR51I1', 'OR51I2', 'OR51M1', 'OR51Q1', 'OR51V1', 'OR52A1', 'OR52A5', 'OR52D1', 'OR52E2', 'OR52E8', 'OR52K1', 'OR52L1', 'OR5A2', 'OR5B17', 'OR5B3', 'OR5H2', 'OR5H6', 'OR5P2', 'OR6C3', 'OR6K2', 'OR6K3', 'OR6P1', 'OR6T1', 'OR7A10', 'OR7A17', 'OR7E24', 'OR7G1', 'OR7G2', 'OR8A1', 'OR8B4', 'OR8H1', 'OR8H2', 'OR8K1', 'OR9G4', 'PF4V1', 'PHGR1', 'PLN', 'PPIA', 'PRAMEF20', 'PRB2', 'PTPN20', 'SEPTIN10', 'SEPTIN14', 'SEPTIN2', 'SEPTIN3', 'SEPTIN9', 'SFI1', 'SMIM11', 'SMTN', 'STK19', 'TMA7', 'TMSB10', 'ULK3', 'ZIM2']",127,R-HSA-9752946,Expression and translocation of olfactory receptors,1.1102230246251565e-16
88,87,"['ABHD6', 'FADS1']",2,R-HSA-426048,Arachidonate production from DAG,0.013274846798254303
89,88,"['ABHD8', 'ACAN', 'AFF4', 'ANKMY1', 'AOC1', 'B4GALNT4', 'C8G', 'CD300C', 'CLCN2', 'CROCC', 'CUL4A', 'ESPNL', 'EVPL', 'F11', 'FYTTD1', 'GAL3ST2', 'GALNT14', 'GARIN4', 'GNG10', 'GPC1', 'IDH2', 'IFIT2', 'IRF6', 'KCNK13', 'KLF11', 'KLHDC8A', 'KLHL30', 'LARP4B', 'MEX3B', 'MGAT5B', 'MIB2', 'MMP23B', 'MUC5B', 'MZB1', 'NKD2', 'PDCD1', 'PLK3', 'PM20D1', 'PRDM16', 'PTK6', 'PYCR3', 'RECQL5', 'RITA1', 'SCT', 'SLC9A3R1', 'SYTL1', 'TAS1R3', 'TCEA2', 'TCTN2', 'TMEM120B', 'TMEM185A', 'TRAPPC9', 'ZNF513']",53,R-HSA-1299287,Tandem pore domain halothane-inhibited K+ channel (THIK),0.023358072262970486
90,89,"['ABI1', 'BRK1', 'CENPX', 'CYFIP1', 'FAAP24', 'FANCM', 'NCKAP1', 'NR1H4', 'RBBP7', 'RIF1', 'WASF2']",11,R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,2.1357125455923054e-06
91,90,"['ABI2', 'ABTB1', 'ACER2', 'ALPL', 'ANKRD9', 'CCDC166', 'CIDEA', 'CYGB', 'DCT', 'ELFN2', 'EZH1', 'GLP1R', 'GPR146', 'GPT', 'GRIN2C', 'KCNV2', 'MICALL2', 'NTHL1', 'P2RY13', 'QRFPR', 'RHOB', 'SMYD4', 'TCL1A', 'TEX45', 'TSPAN32', 'UNC80', 'WDR90']",27,R-HSA-8964540,Alanine metabolism,0.03483610129367054
92,91,"['ABI3', 'C9orf152', 'CRAT', 'ESM1', 'RTL9', 'UGT2A1']",6,R-HSA-156588,Glucuronidation,0.0007210089222825511
93,92,"['ABL1', 'BCR', 'FAM78A', 'NRL', 'QRFP']",5,R-HSA-428890,Role of ABL in ROBO-SLIT signaling,0.011497062591771634
